# JobNameTable (n=4891) from jobname.lub
JT_14_3_MERCENARY_A	14_3_MERCENARY_A
JT_E_MAGNOLIA	MAGNOLIA
JT_E_MANDRAGORA	Mandragora
JT_E_MARC	MARC
JT_E_MARIN	MARIN
JT_E_MARINA	MARINA
JT_E_MARTIN	MARTIN
JT_E_MAYA	MAYA
JT_E_MD_BOX_PUPPET	buwaya
JT_E_MD_B_TREASURE_BOX	ancient_mimic
JT_E_MD_DEPRESS_SOUL	aqua_elemental
JT_E_MD_JACK_GAINT	JAKK
JT_E_MD_LUDE	LUDE
JT_E_MD_NYAILO	e_nyailo
JT_E_MD_NYAILO_LEG	kraken_leg
JT_E_MD_S_TREASURE_BOX	mimic
JT_E_MEGALODON	megalodon
JT_E_METALING	METALING
JT_E_MINI_DEMON	MINI_DEMON
JT_E_MINOROUS	E_MINOROUS
JT_E_MINOROUS_	MINOROUS
JT_E_MISTRESS	Mistress
JT_E_MOBSTER	MOBSTER
JT_E_MUKA	Muka
JT_E_MYSTCASE	E_MYSTCASE
JT_E_MYSTERIOUS_BUG	E_MYSTERIOUS_BUG
JT_E_NF_BIGRAT	cramp
JT_E_NF_BUG	THIEF_BUG
JT_E_NF_FLY	anopheles
JT_E_NF_SMALLRAT	TAROU
JT_E_NOVUS_	NOVUS_
JT_E_NYAIL_PIG	e_nyailo
JT_E_OBEAUNE	OBEAUNE
JT_E_OCTOPUS_LEG	MD_OCTOPUS_LEG
JT_E_ORC_WOMAN	ORC_LADY
JT_E_ORK_HERO2	ORK_HERO
JT_E_OSIRIS2	Osiris
JT_E_PECOPECO	pecopeco
JT_E_PICKY	E_PICKY
JT_E_PIT	soil
JT_E_PLANKTON	PLANKTON
JT_E_POISONSPORE	POISON_SPORE
JT_E_POPORING	POPORING
JT_E_POPORING_CLOVER	E_POPORING_CLOVER
JT_E_POPORING_CLOVER	e_poporing_clover
JT_E_POPORING_CRO	E_POPORING_CRO
JT_E_PORING	Poring
JT_E_PYTHON_SKIN	E_PYTHON_SKIN
JT_E_QUEEN_SCARABA	QUEEN_SCARABA
JT_E_QUESTION_OCTOPUS	md_giant_octopus
JT_E_QUVE	quve
JT_E_RAKE_SCARABA	RAKE_SCARABA
JT_E_RANDGRIS	RANDGRIS
JT_E_RIPE_WATERMELON	watermelon
JT_E_RSX_0805	E_RSX_0805
JT_E_RUNAWAY1	CRYSTAL_L
JT_E_RUNAWAY1_	CRYSTAL_L
JT_E_RUNAWAY2	CRYSTAL_3
JT_E_RUNAWAY2_	CRYSTAL_3
JT_E_RUNAWAY3	ANGELING
JT_E_RUNAWAY3_	ANGELING
JT_E_RUNAWAY4	CHOCHO
JT_E_RUNAWAY4_	CHOCHO
JT_E_RUNAWAY5	ANOPHELES
JT_E_RUNAWAY5_	ANOPHELES
JT_E_SALAMANDER	E_SALAMANDER
JT_E_SAVAGE	savage
JT_E_SAVAGE_BABE	SAVAGE_BABE
JT_E_SEA_WORMS	hode
JT_E_SHINING_PLANT	SHINING_PLANT
JT_E_SIROMA	E_SIROMA
JT_E_SMALL_SWIRL	breeze
JT_E_SPRING_RABBIT	G_SPRING_RABBIT
JT_E_STAINER	STAINER
JT_E_STAPO	STAPO
JT_E_STEEL_CHONCHON	STEEL_CHOCHO
JT_E_STRANGE_EGG	E_STRANGE_EGG
JT_E_STRANGE_EGG	e_strange_egg
JT_E_STROUF	STROUF
JT_E_TEDDY_BEAR	TEDDY_BEAR
JT_E_THIEF_BUG	THIEF_BUG
JT_E_THIEF_CHOCO	CHOCO
JT_E_TORTUROUS_REDEEMER	TORTUROUS_REDEEMER
JT_E_TREASURE1	TREASUREBOX_2.gr2
JT_E_TREASURE2	TREASUREBOX_2.gr2
JT_E_TREASURE_BOX	TREASUREBOX_2.gr2
JT_E_TURTLE_GENERAL	TURTLE_GENERAL
JT_E_UNGOLIANT	UNGOLIANT
JT_E_VADON	VADON
JT_E_VADON_X	E_VADON_X
JT_E_VADON_X_H	E_VADON_X
JT_E_VADON_X_H_S	VADON
JT_E_VADON_X_S	VADON
JT_E_VALKIWI	RANDGRIS
JT_E_VITATA	VITATA
JT_E_WATER_M_RING	E_WATER_M_RING
JT_E_WHITE_PLANT	WHITE_PLANT
JT_E_WILD_MOBSTER	MOBSTER
JT_E_WILD_RABBIT	G_SPRING_RABBIT
JT_E_XMAS_GOBLIN_US	GOBLINE_XMAS
JT_E_XMAS_ORC_US	ORC_XMAS
JT_E_XMAS_SMOKEY_US	XMAS_SMOKEY_SOCK
JT_E_X_PORING	E_X_PORING
JT_E_ZHERLTHSH	ZHERLTHSH
JT_E_ZOMBIE	Zombie
JT_FABRE	Fabre
JT_FABRE_	FABRE
JT_FABRE_2	fabre
JT_FACEWORM	FACEWORM
JT_FACEWORM_DARK	FACEWORM_DARK
JT_FACEWORM_EGG	FACEWORM_EGG
JT_FACEWORM_LARVA	FACEWORM_LARVA
JT_FACEWORM_QUEEN	FACEWORM_QUEEN
JT_FACEWORM_QUEEN_B	FACEWORM_QUEEN_B
JT_FACEWORM_QUEEN_G	FACEWORM_QUEEN_G
JT_FACEWORM_QUEEN_R	FACEWORM_QUEEN_R
JT_FACEWORM_QUEEN_Y	FACEWORM_QUEEN_Y
JT_FAITHFUL_MANAGER	FAITHFUL_MANAGER
JT_FAKE_ANGEL	FAKE_ANGEL
JT_FALLINGBISHOP	FALLINGBISHOP
JT_FANAT	FANAT
JT_FANTASTIC_B_UNICORN	FANTASTIC_B_UNICORN
JT_FARMILIAR	Farmiliar
JT_FATAL_BUG	fatal_bug
JT_FATAL_BUG	FATAL_BUG
JT_FATAL_DAYS	SKOGUL
JT_FEI_KANABIAN	FEI_KANABIAN
JT_FEMALE_PORING	FEMALE_PORING
JT_FERUS	FERUS
JT_FERUS_	FERUS_
JT_FERUS_P	FERUS_P
JT_FILAMENTOUS	Poring
JT_FIREPIT	FIREPIT
JT_FIRE_CONDOR	FIRE_CONDOR
JT_FIRE_FRILLDORA	FIRE_FRILLDORA
JT_FIRE_GOLEM	FIRE_GOLEM
JT_FIRE_SAND_MAN	FIRE_SAND_MAN
JT_FLAMEL	FLAMEL
JT_FLAME_GHOST_H	flame_ghost
JT_FLAME_SKULL	FLAME_SKULL
JT_FLOATING_WORD	FLAME_SKULL
JT_FLORA	FLORA
JT_FORGOTTEN_NAME	DULLAHAN
JT_FREEZER	FREEZER
JT_FREEZER_R	FREEZER
JT_FRILLDORA	FRILLDORA
JT_FROZENWOLF	FROZENWOLF
JT_FRUS	FRUS
JT_FULBUK	FULBUK
JT_FUR_SEAL	FUR_SEAL
JT_F_GAMEMASTER	F_GAMEMASTER
JT_GAIA_POL	GAIA_POL
JT_GAJOMART	GAJOMART
JT_GALAPAGO	GALAPAGO
JT_GALION	GALION
JT_GAN_CEANN	gan_ceann
JT_GARDEN_KEEPER	GARDEN_KEEPER
JT_GARDEN_WATCHER	GARDEN_WATCHER
JT_GARGOYLE	Gargoyle
JT_GARGOYLE_H	gargoyle_mj
JT_GARM	GARM
JT_GARM_BABY	GARM_BABY
JT_GARM_BABY_R	GARM_BABY
JT_GARM_R	GARM
JT_GASTER	gaster
JT_GATE_SKYBLUE	invisible
JT_GAZETI	GAZETI
JT_GC109	GC109
JT_GEFFEN_FENRIR	FENRIR
JT_GEFFEN_MAGE_1	GEFFEN_MAGE_1
JT_GEFFEN_MAGE_10	GEFFEN_MAGE_10
JT_GEFFEN_MAGE_11	GEFFEN_MAGE_11
JT_GEFFEN_MAGE_12	GEFFEN_MAGE_12
JT_GEFFEN_MAGE_2	GEFFEN_MAGE_2
JT_GEFFEN_MAGE_3_1	GEFFEN_MAGE_3_1
JT_GEFFEN_MAGE_3_2	GEFFEN_MAGE_3_2
JT_GEFFEN_MAGE_3_3	GEFFEN_MAGE_3_3
JT_GEFFEN_MAGE_4	GEFFEN_MAGE_4
JT_GEFFEN_MAGE_5	GEFFEN_MAGE_5
JT_GEFFEN_MAGE_6	GEFFEN_MAGE_6
JT_GEFFEN_MAGE_7	GEFFEN_MAGE_7
JT_GEFFEN_MAGE_8	GEFFEN_MAGE_8
JT_GEFFEN_MAGE_9	GEFFEN_MAGE_9
JT_GEMINI	GEMINI
JT_GENERAL_ORC	GENERAL_ORC
JT_GEOGRAPHER	GEOGRAPHER
JT_GERTIE	GERTIE
JT_GHOSTRING	GHOSTRING
JT_GHOST_CUBE	ghost_cube
JT_GHOUL	Ghoul
JT_GHOUL_H	GHOUL_H
JT_GIANT_CAPUT	giant_caput
JT_GIANT_DEVIRUCHI	giant_deviruchi
JT_GIANT_DEVIRUCHI_W	giant_deviruchi_w
JT_GIANT_HONET	GIANT_HONET
JT_GIANT_HONET2	GIANT_HONET
JT_GIANT_SPIDER	GIANT_SPIDER
JT_GIBBET	GIBBET
JT_GIEARTH	GIEARTH
JT_GIG	GIG
JT_GINSENG_BULLET	GINSENG_BULLET
JT_GIOIA	GIOIA
JT_GLASS_PLATE	GLASS_PLATE
JT_GLD_DARK_FRAME	DARK_FRAME
JT_GLD_DARK_PRIEST	DARK_PRIEST
JT_GLD_DARK_SHADOW	DARK_SHADOW
JT_GLD_KOBOLD_1	KOBOLD_1
JT_GLD_KOBOLD_2	KOBOLD_2
JT_GLD_KOBOLD_3	KOBOLD_3
JT_GLD_KOBOLD_ARCHER	KOBOLD_ARCHER
JT_GLD_TREASURE	TREASUREBOX_2.gr2
JT_GLOOMUNDERNIGHT	GLOOMUNDERNIGHT
JT_GLOOMUNDERNIGHT2	gloomundernight2
JT_GM_HINALLE	GM_HINALLE
JT_GM_MEN	GM_MEN
JT_GM_PHOENIX	GM_PHOENIX
JT_GM_SAY	GM_SAY
JT_GM_SMOKIE	GM_SMOKIE
JT_GM_WOMAN	GM_WOMAN
JT_GOAT	GOAT
JT_GOBLINE_XMAS	GOBLINE_XMAS
JT_GOBLIN_1	GOBLIN_1
JT_GOBLIN_1_2	goblin_1
JT_GOBLIN_2	GOBLIN_2
JT_GOBLIN_3	GOBLIN_3
JT_GOBLIN_4	GOBLIN_4
JT_GOBLIN_5	GOBLIN_5
JT_GOBLIN_ARCHER	Goblin_Archer
JT_GOBLIN_KING	goblin_king
JT_GOBLIN_LEADER	GOBLIN_LEADER
JT_GOLDEN_BUG	GOLDEN_BUG
JT_GOLDEN_SAVAGE	GOLDEN_SAVAGE
JT_GOLDEN_TULIP	YELLOW_PLANT
JT_GOLDPORING	GOLDPORING
JT_GOLD_ANOPHELES	ANOPHELES
JT_GOLEM	Golem
JT_GOPINICH	GOPINICH
JT_GOPINICH_R	GOPINICH
JT_GORILLA	GORILLA
JT_GRAND_PECO	GRAND_PECO
JT_GRAND_PERE	GRAND_PERE
JT_GREATEST_GENERAL	Greatest_General
JT_GREEN_IGUANA	GREEN_IGUANA
JT_GREEN_PLANT	GREEN_PLANT
JT_GREMLIN	GREMLIN
JT_GRIM_REAPER_ANKOU	GRIM_REAPER_ANKOU
JT_GRIZZLY	GRIZZLY
JT_GROTE	grote
JT_GRYPHON	Gryphon
JT_GUARDDOG	WOLF
JT_GUARDDOG2	DESERT_WOLF
JT_GUARDIAN_FOREST	BAPHOMET_
JT_GUILD_FLAG	Guildflag90_1.gr2
JT_GUILD_SKILL_FLAG	guild_skill_flag
JT_GULLINBURSTI	GULLINBURSTI
JT_G_ACIDUS	ACIDUS
JT_G_ACIDUS_	ACIDUS_
JT_G_AGAV	AGAV
JT_G_ALARM	ALARM
JT_G_ALICE	Alice
JT_G_ALICEL	ALICEL
JT_G_ALIOT	ALIOT
JT_G_ALIZA	ALIZA
JT_G_ALPHOCCIO	ALPHOCCIO
JT_G_ANACONDAQ	Anacondaq
JT_G_ANACONDAQ_	Anacondaq
JT_G_ANCIENT_MUMMY	ANCIENT_MUMMY
JT_G_ANCIENT_WORM	ANCIENT_WORM
JT_G_ANGELING	ANGELING
JT_G_ANOLIAN	ANOLIAN
JT_G_ANOPHELES	ANOPHELES
JT_G_ANTIQUE_FIRELOCK	ANTIQUE_FIRELOCK
JT_G_ANTLER_SCARABA	ANTLER_SCARABA
JT_G_ARCHDAM	ARCHDAM
JT_G_ARCHER_SKELETON	Skel_archer
JT_G_ARCLOUSE	ARCLOUSE
JT_G_ARGIOPE	ARGIOPE
JT_G_ARGOS	ARGOS
JT_G_ARMAIA	ARMAIA
JT_G_ASSISTANT	assistant
JT_G_ASSULTER	G_ASSULTER
JT_G_BABY_LEOPARD	BABY_LEOPARD
JT_G_BACSOJIN	G_BACSOJIN
JT_G_BANASPATY	BANASPATY
JT_G_BANSHEE	BANSHEE
JT_G_BAPHOMET_	BAPHOMET_
JT_G_BATHORY	BATHORY
JT_G_BELLARE3	ep17_2_vellare
JT_G_BETA_SCISSORE_NG	beta_scissore_ng
JT_G_BIGFOOT	BIGFOOT
JT_G_BLAZZER	BLAZZER
JT_G_BLOODY_KNIGHT	BLOODY_KNIGHT
JT_G_BLOOD_BUTTERFLY	BLOOD_BUTTERFLY
JT_G_BLUEMOON_LOLI_RURI	bluemoon_loli_ruri
JT_G_BONE_ACIDUS	BONE_ACIDUS
JT_G_BONE_FERUS	BONE_FERUS
JT_G_BON_GUN	BON_GUN
JT_G_BREEZE	BREEZE
JT_G_BURNING_KNIGHT	BURNING_KNIGHT
JT_G_BUTOIJO	BUTOIJO
JT_G_CARAMEL	CARAMEL
JT_G_CARAT	Carat
JT_G_CELIA	CELIA
JT_G_CHEN	CHEN
JT_G_CHEPET	CHEPET
JT_G_CHIMERA	CHIMERA
JT_G_CHIMERA_FULGOR	chimera_fulgor
JT_G_CHIMERA_GALENSIS	chimera_galensis
JT_G_CHIMERA_LAVA	chimera_lava
JT_G_CHIMERA_NAPEO	chimera_napeo
JT_G_CHONCHON	CHOCHO
JT_G_CIVIL_SERVANT	CIVIL_SERVANT
JT_G_CLOCK	CLOCK
JT_G_COCO	COCO
JT_G_CONSTANT	CONSTANT
JT_G_COOKIE_XMAS	COOKIE_XMAS
JT_G_COWRAIDERS1	g_cowraiders1
JT_G_COWRAIDERS2	g_cowraiders2
JT_G_COWRAIDERS3	g_cowraiders3
JT_G_CRAB	CRAB
JT_G_CRAMP	CRAMP
JT_G_CREAMY	CREAMY
JT_G_CRUISER	CRUISER
JT_G_C_TOWER_MANAGER	C_TOWER_MANAGER
JT_G_DANCING_DRAGON	DANCING_DRAGON
JT_G_DARK_FRAME	DARK_FRAME
JT_G_DARK_ILLUSION	DARK_ILLUSION
JT_G_DARK_PRIEST	DARK_PRIEST
JT_G_DARK_SHADOW	DARK_SHADOW
JT_G_DARK_SNAKE_LORD	DARK_SNAKE_LORD
JT_G_DEADRE	deadre
JT_G_DESERT_WOLF	DESERT_WOLF
JT_G_DEVIACE	DEVIACE
JT_G_DEVILING	DEVILING
JT_G_DEVIRUCHI	DEVIRUCHI
JT_G_DISGUISER	disguiser
JT_G_DOKEBI	DOKEBI
JT_G_DOLORIAN	dolorian
JT_G_DOPPELGANGER	DOPPELGANGER
JT_G_DRACULA	DRACULA
JT_G_DRAINLIAR	DRAINLIAR
JT_G_DROPS	DROPS
JT_G_ECHIO	ECHIO
JT_G_ELDER	ELDER
JT_G_ELDER_WILOW	ELDER_WILOW
JT_G_ELVIRA	ELVIRA
JT_G_EM_ANGELING	EM_ANGELING
JT_G_EM_DEVILING	EM_DEVILING
JT_G_ENTWEIHEN_H	G_ENTWEIHEN
JT_G_ENTWEIHEN_M	G_ENTWEIHEN
JT_G_ENTWEIHEN_R	G_ENTWEIHEN
JT_G_ENTWEIHEN_S	G_ENTWEIHEN
JT_G_EP17_2_HEART_HUNTER	heart_hunter_n
JT_G_EP18_HOT_MOLAR	ep18_hot_molar
JT_G_EP18_LAVA_TOAD	ep18_lava_toad
JT_G_EP18_VOLCARING	ep18_volcaring
JT_G_EP19_LIMACINA	EP19_LIMACINA
JT_G_EP20_ANGEL_ICESLUG	EP20_ANGEL_ICESLUG
JT_G_EP20_JORGAN_CLEANER	EP20_JORGAN_CLEANER
JT_G_EP20_JORGAN_GUARDIAN	EP20_JORGAN_GUARDIAN
JT_G_EP20_JORGAN_HEALER	EP20_JORGAN_HEALER
JT_G_EP20_JORMUNGUARD1	EP20_JORMUNGUARD1
JT_G_EP20_JORMUNGUARD2	EP20_JORMUNGUARD2
JT_G_EP20_RGAN_WARLOCK	EP20_RGAN_WARLOCK
JT_G_EREMES	EREMES
JT_G_EREMES_	EREMES
JT_G_EREND	EREND
JT_G_EVIL_CLOUD_HERMIT	EVIL_CLOUD_HERMIT
JT_G_EVIL_DRUID	EVIL_DRUID
JT_G_EXECUTIONER	EXECUTIONER
JT_G_EXPLOSION	EXPLOSION
JT_G_FABRE	FABRE
JT_G_FARMILIAR	FARMILIAR
JT_G_FERUS	FERUS
JT_G_FERUS_	FERUS_
JT_G_FLAMEL	FLAMEL
JT_G_FLORA	FLORA
JT_G_FREEZER	FREEZER
JT_G_FRUS	FRUS
JT_G_FUR_SEAL	FUR_SEAL
JT_G_GALION	GALION
JT_G_GARDEN_KEEPER	GARDEN_KEEPER
JT_G_GARDEN_WATCHER	GARDEN_WATCHER
JT_G_GARGOYLE	Gargoyle
JT_G_GARM_BABY	GARM_BABY
JT_G_GEOGRAPHER	GEOGRAPHER
JT_G_GERTIE	GERTIE
JT_G_GHOSTRING	GHOSTRING
JT_G_GHOUL	GHOUL
JT_G_GIANT_CAPUT	giant_caput
JT_G_GIANT_HONET	GIANT_HONET
JT_G_GOBLINE_XMAS	GOBLINE_XMAS
JT_G_GOBLIN_1	GOBLIN_1
JT_G_GOBLIN_2	GOBLIN_2
JT_G_GOBLIN_3	GOBLIN_3
JT_G_GOBLIN_4	GOBLIN_4
JT_G_GOBLIN_5	GOBLIN_5
JT_G_GOBLIN_ARCHER	GOBLIN_ARCHER
JT_G_GOBLIN_LEADER	GOBLIN_LEADER
JT_G_GOLEM	GOLEM
JT_G_GREATEST_GENERAL	GREATEST_GENERAL
JT_G_GROTE	grote
JT_G_GRYPHON	GRYPHON
JT_G_HARWORD	HARWORD
JT_G_HARWORD_	HARWORD
JT_G_HEATER	HEATER
JT_G_HEROS_G_FERUS	FERUS_
JT_G_HEROS_P_FERUS	FERUS_P
JT_G_HEROS_R_FERUS	FERUS
JT_G_HIGH_ORC	HIGH_ORC
JT_G_HILLSRION	HILLSRION
JT_G_HORN	HORN
JT_G_HORONG	HORONG
JT_G_HUNTER_FLY	HUNTER_FLY
JT_G_HYDRA	HYDRA
JT_G_HYDRO	HYDRO
JT_G_HYLOZOIST	HYLOZOIST
JT_G_ICE_TITAN	ICE_TITAN
JT_G_ILL_ANDRE	ILL_ANDRE
JT_G_ILL_ASSULTER	ILL_ASSULTER
JT_G_ILL_BAPHOMET_J	ill_baphomet_j
JT_G_ILL_DENIRO	ILL_DENIRO
JT_G_ILL_DEVIACE	ILL_DEVIACE
JT_G_ILL_MARSE	ILL_MARSE
JT_G_ILL_MEGALITH	ill_megalith
JT_G_ILL_MERMAN	ILL_MERMAN
JT_G_ILL_OBEAUNE	ILL_OBEAUNE
JT_G_ILL_PHEN	ILL_PHEN
JT_G_ILL_PIERE	ILL_PIERE
JT_G_ILL_SEDORA	ILL_SEDORA
JT_G_ILL_SROPHO	ILL_SROPHO
JT_G_ILL_STROUF	ILL_STROUF
JT_G_ILL_SWORD_FISH	ILL_SWORD_FISH
JT_G_ILL_TEDDY_BEAR_B	teddy_bear_b
JT_G_ILL_TEDDY_BEAR_G	teddy_bear_g
JT_G_ILL_TEDDY_BEAR_R	teddy_bear_r
JT_G_ILL_TEDDY_BEAR_W	teddy_bear_w
JT_G_ILL_TEDDY_BEAR_Y	teddy_bear_y
JT_G_ILL_VITATA	ILL_VITATA
JT_G_ILL_WOOTAN_FIGHTER	ill_wootan_fighter
JT_G_ILL_WOOTAN_SHOOTER	ill_wootan_shooter
JT_G_INCANTATION_SAMURAI	INCANTATION_SAMURAI
JT_G_INCUBUS	INCUBUS
JT_G_INGRID	INGRID
JT_G_INJUSTICE	INJUSTICE
JT_G_ISIS	ISIS
JT_G_ISIS_	ISIS
JT_G_JAKK	JAKK
JT_G_JEWELIANT	JEWELIANT_MJ
JT_G_JOKER	JOKER
JT_G_KAHO	KAHO
JT_G_KAPHA	KAPHA
JT_G_KARAKASA	KARAKASA
JT_G_KASA	KASA
JT_G_KATRINN	KATRINN
JT_G_KATRINN_	KATRINN
JT_G_KAVAC	KAVAC
JT_G_KHALITZBURG	KHALITZBURG
JT_G_KNIGHT_OF_ABYSS	knight_of_abyss
JT_G_KOBOLD_1	KOBOLD_1
JT_G_KOBOLD_2	KOBOLD_2
JT_G_KOBOLD_3	KOBOLD_3
JT_G_KOBOLD_ARCHER	KOBOLD_ARCHER
JT_G_KOBOLD_LEADER	KOBOLD_LEADER
JT_G_KRABEN	KRABEN
JT_G_KRAKEN_LEG_1	KRAKEN_LEG
JT_G_KRAKEN_LEG_2	KRAKEN_LEG
JT_G_KRAKEN_LEG_3	KRAKEN_LEG
JT_G_KRAKEN_LEG_4	KRAKEN_LEG
JT_G_KRAKEN_LEG_5	KRAKEN_LEG
JT_G_LAVA_GOLEM	LAVA_GOLEM
JT_G_LIVE_PEACH_TREE	LIVE_PEACH_TREE
JT_G_LOLI_RURI	LOLI_RURI
JT_G_LORA	LORA
JT_G_LUDE	LUDE
JT_G_LUNATIC	LUNATIC
JT_G_L_ARMAIA	L_ARMAIA
JT_G_L_DANCER	L_DANCER
JT_G_L_EREMES	L_EREMES
JT_G_L_EREND	L_EREND
JT_G_L_HARWORD	L_HARWORD
JT_G_L_KATRINN	L_KATRINN
JT_G_L_KAVAC	L_KAVAC
JT_G_L_MAGALETA	L_MAGALETA
JT_G_L_RAWREL	L_RAWREL
JT_G_L_SEYREN	L_SEYREN
JT_G_L_SHECIL	L_SHECIL
JT_G_L_WHIKEBAIN	L_WHIKEBAIN
JT_G_L_YGNIZEM	L_YGNIZEM
JT_G_MAGALETA	MAGALETA
JT_G_MAGALETA_	MAGALETA
JT_G_MAJORUROS	MAJORUROS
JT_G_MANDRAGORA	Mandragora
JT_G_MANTIS	MANTIS
JT_G_MARC	MARC
JT_G_MARDUK	MARDUK
JT_G_MARIN	MARIN
JT_G_MARIONETTE	MARIONETTE
JT_G_MARSE	MARSE
JT_G_MARTIN	MARTIN
JT_G_MASTERING	MASTERING
JT_G_MATYR	MATYR
JT_G_MAVKA	MAVKA
JT_G_MEDUSA	Medusa
JT_G_MEGALITH	MEGALITH
JT_G_MERMAN	MERMAN
JT_G_MG_KHALITZBURG	khalitzburg
JT_G_MG_KHALITZBURG_H	khalitzburg
JT_G_MIMIC	MIMIC
JT_G_MINERAL	MINERAL
JT_G_MINERAL_G	MINERAL_G_MJ
JT_G_MINERAL_P	MINERAL_P_MJ
JT_G_MINERAL_R	MINERAL_R_MJ
JT_G_MINERAL_W	MINERAL_W_MJ
JT_G_MINOROUS	MINOROUS
JT_G_MIYABI_NINGYO	MIYABI_NINGYO
JT_G_MOBSTER	MOBSTER
JT_G_MOLE	MOLE
JT_G_MOROCC_1	MOROCC_1
JT_G_MOROCC_2	MOROCC_2
JT_G_MOROCC_3	MOROCC_3
JT_G_MOROCC_4	MOROCC_4
JT_G_MUMMY	G_MUMMY
JT_G_MUTANT_DRAGON	MUTANT_DRAGON
JT_G_MYST	MYST
JT_G_MYSTCASE	MYSTCASE
JT_G_MYSTELTAINN	MYSTELTAINN
JT_G_NERAID	NERAID
JT_G_NG_BAPHOMET_	BAPHOMET_
JT_G_NIGHTMARE	NIGHTMARE
JT_G_NIGHTMARE_TERROR	NIGHTMARE_TERROR
JT_G_NINE_TAIL	NINE_TAIL
JT_G_N_ANCIENT_MUMMY	N_ANCIENT_MUMMY
JT_G_N_ARCLOUSE	N_ARCLOUSE
JT_G_N_MIMIC	N_MIMIC
JT_G_OBEAUNE	OBEAUNE
JT_G_OBSIDIAN	OBSIDIAN
JT_G_ORC_ARCHER	ORC_ARCHER
JT_G_ORC_LADY	ORC_LADY
JT_G_ORC_SKELETON	ORC_SKELETON
JT_G_ORC_ZOMBIE	ORC_ZOMBIE
JT_G_OWL_VISCOUNT	OWL_VISCOUNT
JT_G_PARASITE	PARASITE
JT_G_PASANA	PASANA
JT_G_PENOMENA	PENOMENA
JT_G_PERMETER	PERMETER
JT_G_PETIT	PETIT
JT_G_PETIT_	PETIT_
JT_G_PHENDARK	PHENDARK
JT_G_PIERROTZOIST	pierrotzoist
JT_G_PIRANHA	PIRANHA
JT_G_PITAYA_B	pitaya_b
JT_G_PITAYA_G	pitaya_g
JT_G_PITAYA_R	pitaya_r
JT_G_PITAYA_V	pitaya_v
JT_G_PITAYA_Y	pitaya_y
JT_G_PITMAN	PITMAN
JT_G_PLAGARION	plagarion
JT_G_POISON_SPORE	POISON_SPORE
JT_G_POISON_TOAD	POISON_TOAD
JT_G_POPORING	POPORING
JT_G_PORCELLIO	PORCELLIO
JT_G_PORING	PORING
JT_G_POTON_CANON	POTON_CANON
JT_G_PUNK	PUNK
JT_G_P_AMDARAIS	G_P_AMDARAIS
JT_G_RAFFLESIA	RAFFLESIA
JT_G_RAGGLER	RAGGLER
JT_G_RAKE_SCARABA	RAKE_SCARABA
JT_G_RANDEL	RANDEL
JT_G_RANDGRIS	G_RANDGRIS
JT_G_RANDGRIS_	G_RANDGRIS
JT_G_RAWREL	RAWREL
JT_G_RAYDRIC	RAYDRIC
JT_G_RAYDRIC_ARCHER	RAYDRIC_ARCHER
JT_G_RED_PLANT	RED_PLANT
JT_G_REGINLEIF	REGINLEIF
JT_G_REQUIEM	REQUIEM
JT_G_RIDEWORD	RIDEWORD
JT_G_ROCKER	ROCKER
JT_G_ROTAR_ZAIRO	ROTAR_ZAIRO
JT_G_ROWEEN	ROWEEN
JT_G_RUDO	RUDO
JT_G_RYBIO	RYBIO
JT_G_SALAMANDER	SALAMANDER
JT_G_SAND_MAN	SAND_MAN
JT_G_SASQUATCH	SASQUATCH
JT_G_SAVAGE	SAVAGE
JT_G_SCORPION	SCORPION
JT_G_SEYREN	SEYREN
JT_G_SEYREN_	SEYREN
JT_G_SHECIL	SHECIL
JT_G_SHECIL_	SHECIL
JT_G_SHELLFISH	SHELLFISH
JT_G_SHINOBI	SHINOBI
JT_G_SIDE_WINDER	SIDE_WINDER
JT_G_SIDE_WINDER_	SIDE_WINDER
JT_G_SIORAVA	SIORAVA
JT_G_SIROMA	SIROMA
JT_G_SKEGGIOLD	SKEGGIOLD
JT_G_SKEGGIOLD_	SKEGGIOLD_
JT_G_SKEL_PRISONER	SKEL_PRISONER
JT_G_SKEL_WORKER	SKEL_WORKER
JT_G_SKOGUL	SKOGUL
JT_G_SMOKIE	SMOKIE
JT_G_SMOKIE_	SMOKIE
JT_G_SNAKE	Snake
JT_G_SNAKE_	Snake
JT_G_SNOWIER	SNOWIER
JT_G_SOHEON	SOHEON
JT_G_SOLDIER_SKELETON	Skel_soldier
JT_G_SOLIDER	SOLIDER
JT_G_SPRING_RABBIT	G_SPRING_RABBIT
JT_G_STAINER	STAINER
JT_G_STAPO	STAPO
JT_G_STEEL_CHONCHON	STEEL_CHOCHO
JT_G_STEM_WORM	STEM_WORM
JT_G_STING	STING
JT_G_S_NYDHOG	S_NYDHOG
JT_G_TAMRUAN	TAMRUAN
JT_G_TATACHO	TATACHO
JT_G_TENGU	TENGU
JT_G_THA_DESPERO	THA_DESPERO
JT_G_THA_DOLOR	THA_DOLOR
JT_G_THA_MAERO	THA_MAERO
JT_G_THA_ODIUM	THA_ODIUM
JT_G_THIEF_BUG__	Thief_bug_male
JT_G_TIMBERS	TIMBERS
JT_G_TIRFING	TIRFING
JT_G_TREASURE_BOX	TREASUREBOX_2.gr2
JT_G_TREASURE_BOX_	TREASUREBOX_2.gr2
JT_G_TRENTINI	TRENTINI
JT_G_TRI_JOINT	TRI_JOINT
