str	version	fps	maxKey	layers	frames	textures	blend(src/dst)
new_armscannon_07_down.str	148	60	37	9	138	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_07_down.str	148	60	37	9	138	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_07_up.str	148	60	37	40	265	14tex	0/0;5/6;5/7
new_armscannon_07_up.str	148	60	37	40	265	14tex	0/0;5/6;5/7
new_armscannon_07_up.str	148	60	37	40	265	14tex	0/0;5/6;5/7
new_armscannon_11.str	148	60	47	5	108	gun_fire_00.tga;gun_fire_a1.tga;gun_fire_b1.tga;gun_fire_c1.tga;gun_fire_d1.tga	0/0;5/7
new_armscannon_11_clock_down.str	148	60	56	27	334	9tex	0/0;5/6;5/7
new_armscannon_11_clock_down.str	148	60	56	27	334	9tex	0/0;5/6;5/7
new_armscannon_11_clock_up.str	148	60	48	11	166	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_11_clock_up.str	148	60	48	11	166	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_11_down.str	148	60	37	41	272	14tex	0/0;5/6;5/7
new_armscannon_11_down.str	148	60	37	41	272	14tex	0/0;5/6;5/7
new_armscannon_11_down.str	148	60	37	41	272	14tex	0/0;5/6;5/7
new_armscannon_11_up.str	148	60	37	9	136	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_11_up.str	148	60	37	9	136	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_11_up.str	148	60	37	9	136	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_cast.str	148	60	33	5	12	cannon_spark_1.tga;cannon_spark_2.tga;cannon_spark_3.tga;cannon_spark_4.tga;cannon_spark_5.tga	0/0;5/7
new_armscannon_cast.str	148	60	40	15	42	8tex	0/0;5/7
new_armscannon_cast_bottom.str	148	60	40	4	15	cannon_base_line.tga	0/0;5/7
new_armscannon_cast_bottom.str	148	60	55	7	30	cannon_base_line.tga	0/0;5/7
new_armscannon_explosion.str	148	60	50	15	68	26tex	0/0;5/6;5/7
new_armscannon_explosion.str	148	60	50	15	68	26tex	0/0;5/6;5/7
new_armscannon_explosion_bottom.str	148	60	65	9	48	6tex	0/0;5/6;5/7
new_armscannon_explosion_bottom.str	148	60	65	9	48	6tex	0/0;5/6;5/7
new_aromaoil_bottom.str	148	60	85	4	17	aro_bottom_01.bmp	0/0;5/7
new_aromaoil_combine.str	148	60	90	35	108	8tex	0/0;5/7
new_arrowstorm_00.str	148	60	50	9	48	arrow_00.tga;shock_00.tga;shock_01.tga;shock_02.tga	0/0;5/7
new_arrowstorm_00.str	148	60	120	15	84	arrow_00.tga;shock_00.tga;shock_01.tga;shock_02.tga	0/0;5/7
new_arrowstorm_01.str	148	60	23	6	35	arrow_00.tga;particle_00.tga	0/0;5/7
new_arrowstorm_01.str	148	60	120	16	93	8tex	0/0;5/6;5/7
new_autoshadowspell.str	148	60	75	15	72	aut_shine_1.bmp;aut_shine_2.bmp	0/0;5/7
new_autoshadowspell.str	148	60	75	17	82	10tex	0/0;5/6;5/7
new_autoshadowspell_bottom.str	148	60	60	3	10	aut_glow_1.bmp	0/0;5/7
new_autoshadowspell_bottom.str	148	60	60	3	10	aut_glow_1.bmp	0/0;5/7
new_axe_stomp.str	148	60	49	14	53	9tex	0/0;5/6;5/7
new_axe_stomp_01c.str	148	60	84	6	31	sto_axe_01c.tga;sto_axe_01c_01.tga;sto_slash_d_00.bmp;sto_slash_d_01.bmp	0/0;5/6;5/7
new_axe_stomp_03.str	148	60	84	4	29	sto_axe.tga;sto_slash_a_00.bmp;sto_slash_a_01.bmp	0/0;5/6;5/7
new_axe_stomp_05c.str	148	60	84	6	31	sto_axe_08c.tga;sto_axe_08c_01.tga;sto_slash_b_00.bmp;sto_slash_b_01.bmp	0/0;5/6;5/7
new_axe_stomp_06c.str	148	60	84	6	19	6tex	0/0;5/6;5/7
new_axe_stomp_08c.str	148	60	84	6	31	sto_axe_08c.tga;sto_axe_08c_01.tga;sto_slash_b_00.bmp;sto_slash_b_01.bmp	0/0;5/6;5/7
new_axe_stomp_09c.str	148	60	84	4	29	sto_axe.tga;sto_slash_a_00.bmp;sto_slash_a_01.bmp	0/0;5/6;5/7
new_axe_stomp_11c.str	148	60	84	6	31	sto_axe_01c.tga;sto_axe_01c_01.tga;sto_slash_d_00.bmp;sto_slash_d_01.bmp	0/0;5/6;5/7
new_axe_stomp_12c.str	148	60	84	6	27	6tex	0/0;5/6;5/7
new_axe_stomp_bottom.str	148	60	69	7	22	16tex	0/0;5/6;5/7
new_axe_stomp_hit.str	148	60	59	12	36	18tex	0/0;2/1;5/6;5/7
new_axeboomerang.str	148	60	24	2	3	8tex	0/0;5/7
new_axeboomerang.str	148	60	24	3	6	16tex	0/0;5/6;5/7
new_axeboomerang_cast.str	148	60	33	9	28	15tex	0/0;5/7
new_axeboomerang_cast.str	148	60	33	9	28	15tex	0/0;5/7
new_axeboomerang_cast_bottom.str	148	60	20	4	9	axe_glow_bottom_01.bmp;axe_glow_bottom_02.bmp	0/0;5/7
new_axeboomerang_cast_bottom.str	148	60	20	4	9	axe_glow_bottom_01.bmp;axe_glow_bottom_02.bmp	0/0;5/7
new_axeboomerang_hit.str	148	60	24	9	40	6tex	0/0;5/7
new_axeboomerang_hit.str	148	60	24	13	60	10tex	0/0;5/7
new_axetornado.str	148	60	45	6	17	17tex	0/0;5/7
new_axetornado.str	148	60	110	31	968	40tex	0/0;5/7
new_axetornado_bottom.str	148	60	20	3	6	explosion_circle_03.tga	0/0;5/7
new_axetornado_bottom.str	148	60	29	4	15	axetornado_base_1.tga;axetornado_base_2.tga	0/0;5/7
new_banishingpoint_01.str	148	60	15	5	12	attack_fire_1.tga;light_radial_01.tga;light_radial_03.tga;light_radial_04.tga	0/0;5/7
new_banishingpoint_01.str	148	60	65	18	51	9tex	0/0;5/6;5/7
new_banishingpoint_05.str	148	60	15	5	12	attack_fire_1.tga;light_radial_01.tga;light_radial_03.tga;light_radial_04.tga	0/0;5/7
new_banishingpoint_05.str	148	60	65	18	51	9tex	0/0;5/6;5/7
new_banishingpoint_07.str	148	60	15	5	12	attack_fire_1.tga;light_radial_01.tga;light_radial_03.tga;light_radial_04.tga	0/0;5/7
new_banishingpoint_07.str	148	60	65	18	51	9tex	0/0;5/6;5/7
new_banishingpoint_11.str	148	60	15	5	12	attack_fire_1.tga;light_radial_01.tga;light_radial_03.tga;light_radial_04.tga	0/0;5/7
new_banishingpoint_11.str	148	60	65	17	48	9tex	0/0;5/6;5/7
new_banishingpoint_cast.str	148	60	31	13	60	explosion_radial.tga;light_radial_01.tga;light_radial_02.tga;light_radial_03.tga;light_radial_04.tga	0/0;5/7
new_banishingpoint_cast.str	148	60	31	24	101	10tex	0/0;5/6;5/7
new_banishingpoint_cast_bottom.str	148	60	20	3	10	explosion_sonic_base.tga	0/0;5/7
new_banishingpoint_cast_bottom.str	148	60	20	3	10	explosion_sonic_base.tga	0/0;5/7
new_banishingpoint_cast_combine.str	148	60	24	3	10	explosion_sonic_base.tga	0/0;5/7
new_banishingpoint_target.str	148	60	15	3	8	damage_1.tga;targrt_dot_1.tga	0/0;5/7
new_banishingpoint_target.str	148	60	15	7	22	6tex	0/0;5/7
new_banishingpoint_target_bottom.str	148	60	25	2	3	explosion_sonic_base.bmp	0/0;5/7
new_banishingpoint_target_bottom.str	148	60	25	2	3	explosion_sonic_base.tga	0/0;5/7
new_basicattack.str	148	60	100	3	10	base_glow_00.bmp;base_spark_00.bmp	0/0;5/7
new_bathfoam.str	148	60	117	42	231	bat_bubble_01.bmp	0/0;5/7
new_bathfoam_bottom.str	148	60	71	3	14	9tex	0/0;5/7
new_battle_w.str	148	60	49	15	52	33tex	0/0;5/6;5/7
new_battle_w_bottom.str	148	60	80	9	32	7tex	0/0;5/6;5/7
new_battle_w_cast.str	148	60	55	5	12	31tex	0/0;5/6;5/7
new_battle_w_hit.str	148	60	15	16	57	15tex	0/0;5/6;5/7
new_cannon_spear_01_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_03_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_05_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_06_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_07_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_09_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_11_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_12_clock.str	148	60	40	16	63	7tex	0/0;5/6;5/7
new_cannon_spear_bottom.str	148	60	30	5	14	7tex	0/0;5/7
new_cannonspear_01.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_03.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_05.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_06.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_07.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_09.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_11.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_12.str	148	60	20	3	8	blade_light.bmp;blade_light_line.bmp	0/0;5/7
new_cannonspear_bottom.str	148	60	30	3	8	6tex	0/0;5/7
new_cart_cannon.str	148	60	10	3	6	cannon_ball_01.tga;tail_00.tga;tail_01.tga;tail_02.tga;tail_03.tga	0/0;5/6;5/7
new_cart_cannon.str	148	60	10	8	21	12tex	0/0;5/6;5/7
new_cart_cannon_cast.str	148	60	35	2	3	12tex	0/0;5/7
new_cart_cannon_cast.str	148	60	35	2	3	12tex	0/0;5/7
new_cart_cannon_cast_bottom.str	148	60	35	2	3	12tex	0/0;5/7
new_cart_cannon_cast_bottom.str	148	60	35	2	3	12tex	0/0;5/7
new_cart_cannon_explosion.str	148	60	50	15	68	26tex	0/0;5/6;5/7
new_cart_cannon_explosion.str	148	60	50	15	68	26tex	0/0;5/6;5/7
new_cart_cannon_explosion_bottom.str	148	60	65	9	48	6tex	0/0;5/6;5/7
new_cart_cannon_explosion_bottom.str	148	60	65	9	48	6tex	0/0;5/6;5/7
new_cart_cannon_fire.str	148	60	15	6	15	exp_dot.tga;firework_01.tga;firework_02.tga	0/0;5/7
new_cart_cannon_fire.str	148	60	15	6	15	exp_dot.tga;firework_01.tga;firework_02.tga	0/0;5/7
new_cart_cannon_fire_bottom.str	148	60	10	4	9	cannon_fire.tga;cannon_fire_02.tga;cannon_fire_base.tga	0/0;5/7
new_cart_cannon_fire_bottom.str	148	60	10	4	9	cannon_fire.tga;cannon_fire_02.tga;cannon_fire_base.tga	0/0;5/7
new_cart_tornado.str	148	60	60	49	194	40tex	0/0;5/7
new_cart_tornado.str	148	60	60	49	194	40tex	0/0;5/7
new_cart_tornado_bottom.str	148	60	37	7	36	explosion_circle_01.tga;explosion_circle_02.tga;explosion_circle_03.tga	0/0;5/7
new_cart_tornado_bottom.str	148	60	37	7	36	explosion_circle_01.tga;explosion_circle_02.tga;explosion_circle_03.tga	0/0;5/7
new_cartboost.str	148	60	61	22	99	car_cart_1.bmp;car_neon_1.bmp;car_point_1.bmp	0/0;5/7
new_cartboost.str	148	60	61	24	109	car_cart_1.bmp;car_glow_1.bmp;car_neon_1.bmp;car_point_1.bmp	0/0;5/7
new_cartboost_bottom.str	148	60	50	2	7	car_glow_1.bmp	0/0;5/7
new_cartboost_bottom.str	148	60	50	7	26	car_circle_1.bmp;car_glow_1.bmp;car_glow_2.bmp	0/0;5/7
new_cartcannon_cast_bottom.str	148	60	10	3	6	cannon_fire_02.tga;cannon_fire_base.tga	0/0;5/7
new_carttornado.str	148	60	45	16	57	21tex	0/0;5/7
new_carttornado_bottom.str	148	60	22	4	21	explosion_circle_01.tga	0/0;5/7
new_chainlightning_cast.str	148	60	31	14	39	6tex	0/0;5/7
new_chainlightning_cast.str	148	60	80	27	78	8tex	0/0;5/7
new_chainlightning_cast_bottom.str	148	60	34	8	21	chain_glowwave.bmp;chain_spark_2.bmp;chain_spark_4.bmp;chain_spark_6.bmp;chain_spark_7.bmp	0/0;5/7
new_chainlightning_cast_bottom.str	148	60	80	10	27	12tex	0/0;5/7
new_chainlightning_lockon.str	148	60	61	4	15	19tex	0/0;5/7
new_chainlightning_lockon.str	148	60	80	7	26	22tex	0/0;5/7
new_chainlightning_target.str	148	60	37	9	44	10tex	0/0;5/7
new_chainlightning_target.str	148	60	80	15	80	13tex	0/0;5/7
new_chargingpierce_cast.str	148	60	50	18	85	cha_flare_01.bmp;cha_glow_01.tga;cha_particle_01.bmp	0/0;5/6;5/7
new_chargingpierce_cast_bottom.str	148	60	25	4	15	cha_circle_02.bmp;cha_circle_02.tga	0/0;5/6;5/7
new_chargingpierce_hit.str	148	60	20	8	39	12tex	0/0;5/6;5/7
new_chargingpierce_orb.str	148	60	9	4	15	cha_glow.bmp;cha_orb.tga	0/0;5/6;5/7
new_clearence.str	148	60	45	2	5	8tex	0/0;5/7
new_clearence.str	148	60	100	7	80	9tex	0/0;5/7
new_clearence_bottom.str	148	60	50	2	7	cle_circle_00.bmp	0/0;5/7
new_clearence_bottom.str	148	60	50	6	39	cle_circle_00.bmp;cle_particle_01.bmp	0/0;5/7
new_clearence_cast.str	148	60	65	7	30	cle_particle_00.bmp;cle_particle_01.bmp	0/0;5/7
new_clearence_cast.str	148	60	65	7	30	cle_particle_01.bmp	0/0;5/7
new_comet.str	148	60	40	4	15	com_bomb_1.bmp;com_glow_6.bmp;com_meteo_1.bmp	0/0;5/7
new_comet.str	148	60	71	15	70	com_bomb_1.bmp;com_circle_3.bmp;com_glow_6.bmp;com_meteo_1.bmp;com_particle_3.bmp	0/0;5/7
new_comet_bottom.str	148	60	92	4	17	com_circlewave_1.bmp;com_crack_1.tga	0/0;5/6;5/7
new_comet_bottom.str	148	60	92	5	22	com_circlewave_1.bmp;com_crack_1.tga;com_glow_4.bmp	0/0;5/6;5/7
new_comet_cast.str	148	60	47	2	3	12tex	0/0;5/7
new_comet_cast.str	148	60	47	2	3	12tex	0/0;5/7
new_comet_cast_bottom.str	148	60	47	2	3	12tex	0/0;5/7
new_comet_cast_bottom.str	148	60	47	4	13	14tex	0/0;5/7
new_comet_cast_magicrune.str	148	60	53	2	3	com_magic_rune.tga	0/0;5/6
new_comet_sub_explosion.str	148	60	14	3	8	com_exp_point.bmp;com_glow_2.bmp	0/0;5/7
new_comet_sub_explosion.str	148	60	34	11	48	com_exp_point.bmp;com_glow_2.bmp;com_particle_1.bmp;com_particle_2.bmp	0/0;5/7
new_comet_sub_explosion_bottom.str	148	60	20	3	10	com_circlewave_1.bmp	0/0;5/7
new_comet_sub_explosion_bottom.str	148	60	20	4	17	com_circlewave_1.bmp;com_glow_3.bmp	0/0;5/7
new_counter_slash.str	148	60	25	11	72	11tex	0/0;5/7
new_counter_slash.str	148	60	25	11	72	11tex	0/0;5/7
new_counter_slash_bottom.str	148	60	17	4	15	cou_bottom_01.bmp;cou_bottom_02.bmp;cou_bottom_glow_01.bmp	0/0;5/7
new_counter_slash_bottom.str	148	60	17	4	15	cou_bottom_01.bmp;cou_bottom_02.bmp;cou_bottom_glow_01.bmp	0/0;5/7
new_crimsonrock.str	148	60	56	6	19	24tex	0/0;5/7
new_crimsonrock.str	148	60	56	27	88	27tex	0/0;5/7
new_crimsonrock_bottom.str	148	60	101	7	26	crm_exp_grd_point.bmp;crm_exp_ground.tga;crm_exp_smoke_00.tga	0/0;5/6;5/7
new_crimsonrock_bottom.str	148	60	101	8	31	crm_exp_grd_circle_01.bmp;crm_exp_grd_point.bmp;crm_exp_ground.tga;crm_exp_smoke_00.tga	0/0;5/6;5/7
new_crimsonrock_fire_sub_explosion.str	148	60	48	25	78	25tex	0/0;5/7
new_crimsonrock_fire_sub_explosion.str	148	60	48	25	78	25tex	0/0;5/7
new_crimsonrock_sub_explosion.str	148	60	48	5	12	23tex	0/0;5/7
new_crimsonrock_sub_explosion.str	148	60	48	25	78	25tex	0/0;5/7
new_criticalattack.str	148	60	100	12	55	6tex	0/0;5/7
new_crossimpact.str	148	60	46	4	25	cro_glow_01.bmp;cro_particle_00.bmp	0/0;5/7
new_crossimpact.str	148	60	100	7	46	cro_circle_00.bmp;cro_glow_00.bmp;cro_glow_01.bmp;cro_particle_00.bmp	0/0;5/7
new_crossimpact_target.str	148	60	29	6	29	6tex	0/0;5/6;5/7
new_crossimpact_target.str	148	60	35	7	36	7tex	0/0;5/6;5/7
new_crossripperslasher.str	148	60	20	5	20	crm_exp_light.bmp;dmg_02.bmp;dmg_line.bmp	0/0;5/7
new_crossripperslasher.str	148	60	20	6	23	crm_exp_light.bmp;dmg_01.bmp;dmg_02.bmp;dmg_line.bmp	0/0;5/7
new_crossripperslasher_01.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_03.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_05.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_06.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_07.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_09.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_11.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_12.str	148	60	57	9	102	24tex	0/0;5/7
new_crossripperslasher_clock_00.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_00.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_01.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_01.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_03.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_03.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_05.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_05.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_06.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_06.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_07.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_07.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_09.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_09.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_11.str	148	60	57	14	117	28tex	0/0;5/7
new_crossripperslasher_clock_11.str	148	60	57	14	117	28tex	0/0;5/7
new_d_cannon.str	148	60	62	23	86	36tex	0/0;5/6;5/7
new_d_cannon_cast.str	148	60	59	5	12	32tex	0/0;5/6;5/7
new_d_cannon_hit.str	148	60	44	9	24	26tex	0/0;5/7
new_d_machine.str	148	60	59	2	3	15tex	0/0;5/7
new_d_machine_cast.str	148	60	59	5	12	cast_triangle.bmp	0/0;5/7
new_d_machine_cast_bottom.str	148	60	59	3	6	16tex	0/0;5/7
new_d_machine_end.str	148	60	56	2	3	15tex	0/0;5/7
new_d_machine_start.str	148	60	56	2	3	15tex	0/0;5/7
new_diamonddust.str	148	60	79	11	68	dia_dust_explosion_2.tga;dia_dust_shot.tga;dia_explosion_01.tga	0/0;5/7
new_diamonddust.str	148	60	92	27	232	9tex	0/0;5/7
new_diamonddust_bottom.str	148	60	96	7	34	dia_target_grd_effect.tga	0/0;5/6
new_diamonddust_bottom.str	148	60	99	9	42	dia_explosion_smoke.tga;dia_target_grd_effect.tga	0/0;5/6
new_diamonddust_cast.str	148	60	40	2	5	10tex	0/0;5/7
new_diamonddust_cast.str	148	60	40	2	5	10tex	0/0;5/7
new_dilectioheal.str	148	60	60	21	120	22tex	0/0;5/6;5/7
new_dilectioheal_cast.str	148	60	90	2	5	15tex	0/0;5/7
new_dilectioheal_cast_bottom.str	148	60	90	2	3	15tex	0/0;5/7
new_dilectioheal_target.str	148	60	80	12	69	dil_flare_1.bmp;dil_flare_2.bmp;dil_glitter_1.bmp;dil_shine_00.bmp;dil_shine_01.bmp	0/0;5/7
new_dilectioheal_target_bottom.str	148	60	80	4	21	dil_circle_1.bmp	0/0;5/7
new_dragonbreath_01_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_01_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_05_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_05_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_07_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_07_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_11_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_11_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_bomb.str	148	60	100	8	35	6tex	0/0;5/6;5/7
new_dragonbreath_bomb.str	148	60	100	8	35	6tex	0/0;5/6;5/7
new_dragonbreath_bomb_bottom.str	148	60	100	2	7	burn_ground.tga	0/0;5/6
new_dragonbreath_bomb_bottom.str	148	60	100	2	7	burn_ground.tga	0/0;5/6
new_dragonbreath_fire_01.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_fire_05.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_fire_07.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_fire_11.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_fire_bomb.str	148	60	35	2	7	target_fire_00.tga;target_fire_01.tga;target_fire_02.tga;target_fire_03.tga	0/0;5/7
new_dragonbreath_water_01.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_water_01_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_01_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_05.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_water_05_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_05_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_07.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_water_07_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_07_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_11.str	148	60	50	2	7	7tex	0/0;5/6
new_dragonbreath_water_11_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_11_clock.str	148	60	100	4	21	7tex	0/0;5/6;5/7
new_dragonbreath_water_bomb.str	148	60	35	2	7	target_water_00.tga;target_water_01.tga;target_water_02.tga;target_water_03.tga	0/0;5/6
new_dragonbreath_water_bomb.str	148	60	100	8	35	6tex	0/0;5/6;5/7
new_dragonbreath_water_bomb_bottom.str	148	60	100	2	7	water_burn_ground.tga	0/0;5/6
new_dragonbreath_water_bomb_bottom.str	148	60	100	2	7	water_burn_ground.tga	0/0;5/6
new_earthdrive.str	148	60	90	22	203	20tex	0/0;5/6;5/7
new_earthdrive.str	148	60	90	38	277	37tex	0/0;5/6;5/7
new_earthdrive_bottom.str	148	60	129	3	12	ear_crater.tga;ear_crater_00.bmp	0/0;5/6;5/7
new_earthdrive_bottom.str	148	60	129	4	15	ear_crater.tga;ear_crater_00.bmp;ear_crater_light.bmp	0/0;5/6;5/7
new_earthdrive_target.str	148	60	17	4	15	earthdrive_flare_03_1.bmp;earthdrive_hit_01_1.bmp	0/0;5/7
new_earthdrive_target.str	148	60	17	10	41	6tex	0/0;5/7
new_earthgrave.str	148	60	48	5	24	8tex	0/0;5/7
new_earthgrave.str	148	60	48	9	36	16tex	0/0;5/7
new_earthgrave_bottom.str	148	60	48	3	10	ear_dust_smoke_1.bmp	0/0;5/7
new_earthgrave_bottom.str	148	60	48	6	27	10tex	0/0;5/7
new_earthgrave_hit.str	148	60	39	5	16	7tex	0/0;5/7
new_earthgrave_hit.str	148	60	39	8	25	15tex	0/0;5/7
new_enchanting_shadow.str	148	60	105	15	50	22tex	0/0;3/6;5/6;5/7
new_enchanting_shadow_bottom.str	148	60	90	6	19	11tex	0/0;5/6
new_epiclesis_combine.str	148	60	100	17	102	epi_glow_01.bmp;epi_leaf_01.bmp;epi_leaf_03.tga;epi_smk_01.tga;epi_tree_01.bmp	0/0;5/6;5/7
new_epiclesis_combine.str	148	60	100	18	107	6tex	0/0;5/6;5/7
new_epiclesis_combine.str	148	60	100	18	107	6tex	0/0;5/6;5/7
new_failed.str	148	60	146	11	62	suc_smoke_1.tga;ui_fail_last.tga	0/0;5/6
new_fallenempire.str	148	60	35	6	19	8tex	0/0;5/7
new_fallenempire.str	148	60	50	9	38	18tex	0/0;5/7
new_fallenempire_bottom.str	148	60	30	4	9	fal_circle_2.bmp;fal_glow_1.bmp	0/0;5/7
new_fallenempire_bottom.str	148	60	30	4	9	fal_circle_2.bmp;fal_glow_1.bmp	0/0;5/7
new_fallenempire_hit.str	148	60	13	3	8	13tex	0/0;5/7
new_fallenempire_hit.str	148	60	13	5	14	15tex	0/0;5/5;5/7
new_fatal_menace.str	148	60	60	10	33	10tex	0/0;5/6;5/7
new_fatal_menace_bottom.str	148	60	20	5	14	bot_electric_circle_01.tga;bot_electric_circle_02.tga;bot_electric_circle_03.tga;bot_explosion_sonic.tga;bot_warp_light_base.tga	0/0;5/6;5/7
new_fatal_menace_cast.str	148	60	60	12	61	7tex	0/0;5/6;5/7
new_fatal_menace_cast_bottom.str	148	60	21	5	20	cast_explosion_circle.tga;cast_explosion_sonic.tga	0/0;5/7
new_fearbreeze.str	148	60	22	2	5	12tex	0/0;5/7
new_fearbreeze.str	148	60	30	5	20	13tex	0/0;5/7
new_fireplace.str	148	60	39	2	3	10tex	0/0;5/7
new_fuumakouchiku.str	148	60	110	31	190	26tex	0/0;5/6;5/7
new_gateofhell_cast.str	148	60	60	7	30	gat_circle_00.bmp;gat_particle_01.bmp	0/0;5/7
new_gateofhell_cast.str	148	60	60	7	30	gat_circle_00.bmp;gat_particle_01.bmp	0/0;5/7
new_gateofhell_target.str	148	60	90	28	153	gat_circle_00.bmp;gat_fist_00.bmp;gat_particle_01.bmp	0/0;5/7
new_gateofhell_target.str	148	60	100	37	198	gat_circle_00.bmp;gat_fist_00.bmp;gat_particle_01.bmp;gat_shockwave_00.bmp	0/0;5/7
new_glitter.str	148	60	43	2	3	12tex	0/0;5/7
new_hellinferno.str	148	60	60	5	24	23tex	0/0;5/7
new_hellinferno.str	148	60	60	6	21	21tex	0/0;5/6;5/7
new_hellinferno_bottom.str	148	60	62	2	5	hel_crack_1.bmp	0/0;5/7
new_hellinferno_bottom.str	148	60	62	3	10	hel_crack_1.bmp;hell_glow_1.bmp	0/0;5/7
new_hellinferno_cast_bottom.str	148	60	59	2	3	15tex	0/0;5/7
new_hellinferno_cast_bottom.str	148	60	59	2	3	15tex	0/0;5/7
new_hellinferno_sub.str	148	60	20	2	5	hel_shine_1.bmp	0/0;5/7
new_hellinferno_sub.str	148	60	20	2	5	hel_shine_1.bmp	0/0;5/7
new_hellinferno_sub_bottom.str	148	60	35	3	10	hell_circle_1.bmp	0/0;5/7
new_hellinferno_sub_bottom.str	148	60	35	4	15	hell_circle_1.bmp;hell_glow_1.bmp	0/0;5/7
